,id,name,GN,OS,PE,SV,n,Tax,RepID
17729,UniRef100_A8UP96/9-312,[subseq from] Multifunctional fusion protein,,,,,1.0,Flavobacteriales bacterium ALC-1 TaxID=391603,A8UP96_9FLAO
17730,UniRef100_A0A2J0KV49/1-282,[subseq from] Multifunctional fusion protein,,,,,1.0,Candidatus Omnitrophica bacterium CG07_land_8_20_14_0_80_42_15 TaxID=1974741,A0A2J0KV49_9BACT
17731,UniRef100_A0A5R8ZRZ6/2-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Rhodobacteraceae TaxID=31989,A0A5R8ZRZ6_9RHOB
17732,UniRef100_A0A1Z9SDV4/5-304,[subseq from] Multifunctional fusion protein,,,,,2.0,Cytophagales TaxID=768507,A0A1Z9SDV4_9BACT
17733,UniRef100_A0A4R8IEA5/4-306,[subseq from] Multifunctional fusion protein,,,,,1.0,Chryseobacterium xixisoli TaxID=1476462,A0A4R8IEA5_9FLAO
17734,UniRef100_A0A522FR13/4-308,[subseq from] Multifunctional fusion protein,,,,,1.0,Bacteriodetes bacterium TaxID=2507565,A0A522FR13_9BACT
17735,UniRef100_UPI0009DA50DB/34-318,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Komagataeibacter europaeus TaxID=33995,UPI0009DA50DB
17736,UniRef100_A0A397LKE8/9-312,[subseq from] Multifunctional fusion protein,,,,,1.0,Flavobacteriaceae bacterium MAR_2010_72 TaxID=1250029,A0A397LKE8_9FLAO
17737,UniRef100_A0A3E5G481/1-307,[subseq from] Multifunctional fusion protein,,,,,3.0,Bacteroides TaxID=816,A0A3E5G481_9BACE
17738,UniRef100_UPI0007E5B5DC/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium aegyptiacum TaxID=1764550,UPI0007E5B5DC
17739,UniRef100_A0A1F7M3C6/1-269,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,unclassified Candidatus Rokubacteria TaxID=2760815,A0A1F7M3C6_9BACT
17740,UniRef100_A0A174SS80/1-307,[subseq from] Multifunctional fusion protein,,,,,11.0,Bacteroidales TaxID=171549,A0A174SS80_PHOVU
17741,UniRef100_A0A412QWS8/1-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Phocaeicola vulgatus TaxID=821,A0A412QWS8_PHOVU
17742,UniRef100_A0A3E4KLK4/1-307,[subseq from] Multifunctional fusion protein,,,,,2.0,Phocaeicola vulgatus TaxID=821,A0A3E4KLK4_PHOVU
17743,UniRef100_A0A246S9K2/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium sp. R634 TaxID=1764274,A0A246S9K2_9RHIZ
17744,UniRef100_A0A0R2S6Y6/4-304,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Cryomorphaceae bacterium BACL11 MAG-121128-bin16 TaxID=1655589,A0A0R2S6Y6_9FLAO
17745,UniRef100_A0A2G6UMK6/2-304,[subseq from] Multifunctional fusion protein,,,,,2.0,Chryseobacterium sp. 52 TaxID=2035213,A0A2G6UMK6_9FLAO
17746,UniRef100_UPI000DD764E7/9-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobiales bacterium TaxID=1909294,UPI000DD764E7
17747,UniRef100_UPI0014918FD8/2-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,unclassified Roseobacter TaxID=196798,UPI0014918FD8
17748,UniRef100_A0A086AMV3/5-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Chryseobacterium sp. JM1 TaxID=1233950,A0A086AMV3_9FLAO
17749,UniRef100_A0A3D2P9L9/4-283,[subseq from] Multifunctional fusion protein,,,,,1.0,Elusimicrobia bacterium TaxID=2030800,A0A3D2P9L9_9BACT
17750,UniRef100_UPI00143CBF83/9-312,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Tamlana crocina TaxID=393006,UPI00143CBF83
17751,UniRef100_A0A3B0T947/7-310,[subseq from] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,,,,,1.0,hydrothermal vent metagenome TaxID=652676,A0A3B0T947_9ZZZZ
17752,UniRef100_UPI000783544F/5-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bradyrhizobium sp. CCH10-C7 TaxID=1768760,UPI000783544F
17753,UniRef100_A0A2D7V5P9/4-285,[subseq from] Multifunctional fusion protein,,,,,1.0,Opitutae bacterium TaxID=2026771,A0A2D7V5P9_9BACT
17754,UniRef100_UPI0006F89E7A/5-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Methylobacterium sp. Leaf469 TaxID=1736387,UPI0006F89E7A
17755,UniRef100_UPI0016617546/9-312,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Aestuariibaculum suncheonense TaxID=1028745,UPI0016617546
17756,UniRef100_UPI0005573198/5-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Chryseobacterium sp. OV259 TaxID=1500286,UPI0005573198
17757,UniRef100_UPI0012D77572/1-275,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,,,,,1.0,Puniceicoccaceae bacterium TaxID=2026784,UPI0012D77572
17758,UniRef100_A0A511BPJ1/42-332,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Swaminathania salitolerans TaxID=182838,A0A511BPJ1_9PROT
17759,UniRef100_A0A2D4YBD7/9-312,[subseq from] Multifunctional fusion protein,,,,,1.0,Flavobacteriaceae bacterium TaxID=1871037,A0A2D4YBD7_9FLAO
17760,UniRef100_A0A1F3JVL5/4-310,[subseq from] Multifunctional fusion protein,,,,,2.0,Bacteroidetes TaxID=976,A0A1F3JVL5_9BACT
17761,UniRef100_A0A1W1BG54/1-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,hydrothermal vent metagenome TaxID=652676,A0A1W1BG54_9ZZZZ
17762,UniRef100_A0A5J4S459/1-305,[subseq from] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,,,,,2.0,termite gut metagenome TaxID=433724,A0A5J4S459_9ZZZZ
17763,UniRef100_U7D5G1/1-306,[subseq from] Multifunctional fusion protein,,,,,1.0,Chitinivibrio alkaliphilus ACht1 TaxID=1313304,U7D5G1_9BACT
17764,UniRef100_UPI0015644587/9-313,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Winogradskyella litoriviva TaxID=1220182,UPI0015644587
17765,UniRef100_A0A0R2X180/4-302,[subseq from] Multifunctional fusion protein,,,,,1.0,Cryomorphaceae bacterium BACL22 MAG-120619-bin32 TaxID=1655630,A0A0R2X180_9FLAO
17766,UniRef100_A0A1C3XYP4/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium aethiopicum TaxID=1138170,A0A1C3XYP4_9RHIZ
17767,UniRef100_A0A0P0M5S0/1-307,[subseq from] Multifunctional fusion protein,,,,,2.0,root TaxID=1,A0A0P0M5S0_PHOVU
17768,UniRef100_A0A2D0B1T5/9-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium sp. R635 TaxID=1764275,A0A2D0B1T5_9RHIZ
17769,UniRef100_A0A2D8I2X7/4-287,[subseq from] Multifunctional fusion protein,,,,,1.0,Opitutae bacterium TaxID=2026771,A0A2D8I2X7_9BACT
17770,UniRef100_UPI000DDB9BE5/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobiales bacterium TaxID=1909294,UPI000DDB9BE5
17771,UniRef100_A0A202DNS6/4-278,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,bacterium F11 TaxID=1932698,A0A202DNS6_9BACT
17772,UniRef100_A0A2H3XBK7/30-311,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Phoenix dactylifera TaxID=42345,A0A2H3XBK7_PHODC
17773,UniRef100_A0A095YQU5/5-309,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Prevotella histicola JCM 15637 = DNF00424 TaxID=1236504,A0A095YQU5_9BACT
17774,UniRef100_A0A6B2K4S1/2-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudoroseicyclus sp. CLL3-39 TaxID=2705421,A0A6B2K4S1_9RHOB
17775,UniRef100_A0A5S5DSE1/4-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Tenacibaculum adriaticum TaxID=413713,A0A5S5DSE1_9FLAO
17776,UniRef100_A0A1H6VYT1/1-303,[subseq from] Multifunctional fusion protein,,,,,1.0,Flavobacterium terrigena TaxID=402734,A0A1H6VYT1_9FLAO
17777,UniRef100_A0A0M3GII8/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,5.0,Rhizobium TaxID=379,A0A0M3GII8_9RHIZ
17778,UniRef100_A0A2E8CN31/5-280,[subseq from] Multifunctional fusion protein,,,,,1.0,Verrucomicrobiales bacterium TaxID=2026801,A0A2E8CN31_9BACT
17779,UniRef100_X0Q7S0/1-271,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Psychrobacter sp. JCM 18900 TaxID=1298608,X0Q7S0_9GAMM
17780,UniRef100_A0A4R2D365/9-295,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Shinella granuli TaxID=323621,A0A4R2D365_9RHIZ
17781,UniRef100_UPI001456C96D/5-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bradyrhizobium brasilense TaxID=1419277,UPI001456C96D
17782,UniRef100_A0A6I7LUY6/4-315,[subseq from] Multifunctional fusion protein,,,,,1.0,candidate division Zixibacteria bacterium TaxID=2053527,A0A6I7LUY6_9BACT
17783,UniRef100_E8WVV6/8-283,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) TaxID=1198114,E8WVV6_GRATM
17784,UniRef100_A0A4P7WZ04/9-312,[subseq from] Multifunctional fusion protein,,,,,1.0,Psychroserpens sp. NJDZ02 TaxID=2570561,A0A4P7WZ04_9FLAO
17785,UniRef100_A0A2V6DAB3/6-282,[subseq from] Multifunctional fusion protein,,,,,1.0,Verrucomicrobia bacterium TaxID=2026799,A0A2V6DAB3_9BACT
17786,UniRef100_A0A0W7WFA0/2-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Ponticoccus marisrubri TaxID=1685382,A0A0W7WFA0_9RHOB
17787,UniRef100_A0A496SG33/4-313,[subseq from] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase (Fragment),,,,,1.0,Candidatus Latescibacteria bacterium TaxID=2053570,A0A496SG33_9BACT
17788,UniRef100_A0A559RY76/4-303,[subseq from] Multifunctional fusion protein,,,,,1.0,Lutibacter sp. Hel_I_33_5 TaxID=1566289,A0A559RY76_9FLAO
17789,UniRef100_UPI000316DC30/4-308,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Flavobacteriaceae bacterium (strain 3519-10) TaxID=531844,UPI000316DC30
17790,UniRef100_A0A0K0Y403/2-285,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Octadecabacter temperatus TaxID=1458307,A0A0K0Y403_9RHOB
17791,UniRef100_A0A2S4LQD1/5-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,unclassified Methylobacterium TaxID=2615210,A0A2S4LQD1_9RHIZ
17792,UniRef100_UPI00048502AC/9-312,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Olleya marilimosa TaxID=272164,UPI00048502AC
17793,UniRef100_A0A1F3F4T2/5-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Bacteroidetes bacterium GWA2_30_7 TaxID=1797313,A0A1F3F4T2_9BACT
17794,UniRef100_UPI000645B6E8/5-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Chryseobacterium sp. YR460 TaxID=1500290,UPI000645B6E8
17795,UniRef100_A0A2D6MPR1/45-332,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Deltaproteobacteria bacterium TaxID=2026735,A0A2D6MPR1_9DELT
17796,UniRef100_A0A539D2I1/21-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Alphaproteobacteria bacterium TaxID=1913988,A0A539D2I1_9PROT
17797,UniRef100_UPI000B39CC19/1-272,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,,,,,1.0,Megamonas hypermegale TaxID=158847,UPI000B39CC19
17798,UniRef100_A0A257VJV6/11-295,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodospirillales bacterium 12-71-4 TaxID=1970563,A0A257VJV6_9PROT
17799,UniRef100_A0A1W1CA73/1-283,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,hydrothermal vent metagenome TaxID=652676,A0A1W1CA73_9ZZZZ
17800,UniRef100_A0A381NH37/4-304,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,marine metagenome TaxID=408172,A0A381NH37_9ZZZZ
17801,UniRef100_UPI0014083285/1-303,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,unclassified Flavobacterium TaxID=196869,UPI0014083285
17802,UniRef100_X6Q4K7/5-308,[subseq from] Multifunctional fusion protein,,,,,1.0,Prevotella sp. ICM33 TaxID=1161412,X6Q4K7_9BACT
17803,UniRef100_A0A1I4W6A9/4-305,[subseq from] Multifunctional fusion protein,,,,,2.0,Flavobacterium TaxID=237,A0A1I4W6A9_9FLAO
17804,UniRef100_A0A2M7EMF8/2-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodobacteraceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_65_11 TaxID=1974083,A0A2M7EMF8_9RHOB
17805,UniRef100_UPI00160F303E/5-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Chryseobacterium shigense TaxID=297244,UPI00160F303E
17806,UniRef100_A0A0K8QTV9/5-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Bacteroidales bacterium 6E TaxID=1688776,A0A0K8QTV9_9BACT
17807,UniRef100_A0A1M5LWH9/2-304,[subseq from] Multifunctional fusion protein,,,,,2.0,Chryseobacterium oranimense TaxID=421058,A0A1M5LWH9_9FLAO
17808,UniRef100_A0A6S6TTC8/1-286,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC),,,,,1.0,uncultured Sulfurovum sp. TaxID=269237,A0A6S6TTC8_9PROT
17809,UniRef100_A0A2H0M568/2-280,[subseq from] Multifunctional fusion protein,,,,,1.0,Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12 TaxID=1974745,A0A2H0M568_9BACT
17810,UniRef100_UPI0003F94D36/6-309,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Mesonia mobilis TaxID=369791,UPI0003F94D36
17811,UniRef100_A0A5D0GN12/9-312,[subseq from] Multifunctional fusion protein,,,,,1.0,Formosa maritima TaxID=2592046,A0A5D0GN12_9FLAO
17812,UniRef100_A0A4Q4JY36/5-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Bradyrhizobium elkanii TaxID=29448,A0A4Q4JY36_BRAEL
17813,UniRef100_UPI00125F1FDB/1-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Bacteroides xylanisolvens TaxID=371601,UPI00125F1FDB
17814,UniRef100_R6XCI9/1-307,[subseq from] Multifunctional fusion protein,,,,,2.0,Prevotella TaxID=838,R6XCI9_9BACT
17815,UniRef100_A0A2S7KBY9/5-307,[subseq from] Multifunctional fusion protein,,,,,2.0,Chryseobacterium piscicola TaxID=551459,A0A2S7KBY9_9FLAO
17816,UniRef100_A0A5C2BZE6/1-284,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Francisella marina TaxID=2249302,A0A5C2BZE6_9GAMM
17817,UniRef100_A0A651ETG4/4-300,[subseq from] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,,,,,1.0,Flavobacteriales bacterium TaxID=2021391,A0A651ETG4_9FLAO
17818,UniRef100_A0A109JCV5/9-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium altiplani TaxID=1864509,A0A109JCV5_9RHIZ
17819,UniRef100_A0A1Y4GNM9/1-305,[subseq from] Multifunctional fusion protein,,,,,1.0,Barnesiella sp. An22 TaxID=1965590,A0A1Y4GNM9_9BACT
17820,UniRef100_A0A0J6UQE2/5-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Methylobacterium aquaticum TaxID=270351,A0A0J6UQE2_9RHIZ
17821,UniRef100_UPI001622D25A/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium sp. BK007 TaxID=2587093,UPI001622D25A
17822,UniRef100_UPI0015BFB886/1-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Bacteroidaceae bacterium TaxID=2212467,UPI0015BFB886
17823,UniRef100_A0A0B7I176/1-305,[subseq from] Multifunctional fusion protein,,,,,2.0,Capnocytophaga TaxID=1016,A0A0B7I176_9FLAO
17824,UniRef100_UPI001688491B/15-303,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,unknown TaxID=N/A,UPI001688491B
17825,UniRef100_A0A6B2GHF7/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium laguerreae TaxID=1076926,A0A6B2GHF7_9RHIZ
17826,UniRef100_C6X1P2/13-317,[subseq from] Multifunctional fusion protein,,,,,1.0,Flavobacteriaceae bacterium (strain 3519-10) TaxID=531844,C6X1P2_FLAB3
17827,UniRef100_UPI000471DE1D/38-326,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acetobacter papayae TaxID=1076592,UPI000471DE1D
17828,UniRef100_UPI000789BA9E/31-315,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Komagataeibacter hansenii TaxID=436,UPI000789BA9E
17829,UniRef100_UPI0011864FD3/5-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Chryseobacterium echinoideorum TaxID=1549648,UPI0011864FD3
17830,UniRef100_A0A6I3S0N2/2-270,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Phascolarctobacterium faecium TaxID=33025,A0A6I3S0N2_9FIRM
17831,UniRef100_A0A099BXS4/1-307,[subseq from] Multifunctional fusion protein,,,,,2.0,unclassified Prevotella TaxID=2638335,A0A099BXS4_9BACT
17832,UniRef100_A0A4R9FPY7/6-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Leptospira semungkisensis TaxID=2484985,A0A4R9FPY7_9LEPT
17833,UniRef100_UPI000DDC5BB5/9-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobiales bacterium TaxID=1909294,UPI000DDC5BB5
17834,UniRef100_A0A1Q6EZ99/4-301,[subseq from] Multifunctional fusion protein,,,,,1.0,Alistipes sp. 58_9_plus TaxID=1896970,A0A1Q6EZ99_9BACT
17835,UniRef100_UPI000E65ADA7/2-284,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudofrancisella aestuarii TaxID=2670347,UPI000E65ADA7
17836,UniRef100_UPI00036AC35E/5-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Afipia birgiae TaxID=151414,UPI00036AC35E
17837,UniRef100_A0A3D3A6F6/6-311,[subseq from] Multifunctional fusion protein,,,,,1.0,Flavobacteriales bacterium TaxID=2021391,A0A3D3A6F6_9FLAO
17838,UniRef100_A0A6A8AB77/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobiales bacterium RZME27 TaxID=2663029,A0A6A8AB77_9RHIZ
17839,UniRef100_UPI0005C23C86/12-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Roseomonas aerilata TaxID=452982,UPI0005C23C86
17840,UniRef100_A0A4Q0PAD2/8-309,[subseq from] Multifunctional fusion protein,,,,,1.0,Leeuwenhoekiella aequorea TaxID=283736,A0A4Q0PAD2_9FLAO
17841,UniRef100_A0A096CE17/5-308,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,3.0,Prevotella amnii TaxID=419005,A0A096CE17_9BACT
17842,UniRef100_A0A1B1I7W3/5-308,[subseq from] Multifunctional fusion protein,,,,,1.0,Prevotella scopos JCM 17725 TaxID=1236518,A0A1B1I7W3_9BACT
17843,UniRef100_UPI00140CFBCA/4-304,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Apibacter sp. B2966 TaxID=2656761,UPI00140CFBCA
17844,UniRef100_UPI0004DF2997/8-309,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Flavimarina sp. Hel_I_48 TaxID=1392488,UPI0004DF2997
17845,UniRef100_UPI000487AB57/2-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Leisingera aquimarina TaxID=476529,UPI000487AB57
17846,UniRef100_A0A350QVQ9/4-285,[subseq from] Multifunctional fusion protein,,,,,1.0,Opitutae bacterium TaxID=2026771,A0A350QVQ9_9BACT
17847,UniRef100_A0A6N4XF63/5-307,[subseq from] Multifunctional fusion protein,,,,,3.0,Chryseobacterium TaxID=59732,A0A6N4XF63_9FLAO
17848,UniRef100_UPI000DDB3737/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobiales bacterium TaxID=1909294,UPI000DDB3737
17849,UniRef100_A0A2U3CXI9/9-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium phaseoli TaxID=396,A0A2U3CXI9_9RHIZ
17850,UniRef100_R6S1Y0/1-306,[subseq from] Multifunctional fusion protein,,,,,5.0,Bacteroides TaxID=816,R6S1Y0_9BACE
17851,UniRef100_UPI000382BE8D/5-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Ancylobacter sp. FA202 TaxID=1111106,UPI000382BE8D
17852,UniRef100_A0A504LW23/17-311,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,unclassified Mesorhizobium TaxID=325217,A0A504LW23_9RHIZ
17853,UniRef100_W4PHT1/1-305,[subseq from] Multifunctional fusion protein,,,,,3.0,Bacteroides pyogenes TaxID=310300,W4PHT1_9BACE
17854,UniRef100_A0A2V6U9F8/4-280,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Candidatus Rokubacteria bacterium TaxID=2053607,A0A2V6U9F8_9BACT
17855,UniRef100_A0A2S2DUX5/4-307,[subseq from] Multifunctional fusion protein,,,,,2.0,Cytophagaceae TaxID=89373,A0A2S2DUX5_9BACT
17856,UniRef100_UPI00093296A6/1-306,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Bacteroides congonensis TaxID=1871006,UPI00093296A6
17857,UniRef100_A0A5J4RY27/1-307,[subseq from] (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,,,,,1.0,termite gut metagenome TaxID=433724,A0A5J4RY27_9ZZZZ
17858,UniRef100_U2C3J7/1-304,[subseq from] Multifunctional fusion protein,,,,,1.0,Capnocytophaga sp. oral taxon 863 str. F0517 TaxID=1227266,U2C3J7_9FLAO
17859,UniRef100_A0A7C5HMY0/5-318,[subseq from] Bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Candidatus Cloacimonetes bacterium TaxID=2030808,A0A7C5HMY0_9BACT
17860,UniRef100_A0A6L9U5P5/9-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium lusitanum TaxID=293958,A0A6L9U5P5_9RHIZ
17861,UniRef100_D7J5A9/1-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Bacteroides sp. D22 TaxID=585544,D7J5A9_9BACE
17862,UniRef100_A0A4R3PY83/9-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobium sullae TaxID=50338,A0A4R3PY83_RHISU
17863,UniRef100_W4PUG9/1-305,[subseq from] Multifunctional fusion protein,,,,,1.0,Bacteroides pyogenes JCM 10003 TaxID=1235813,W4PUG9_9BACE
17864,UniRef100_UPI0011072AA0/1-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Bacteroides ovatus TaxID=28116,UPI0011072AA0
17865,UniRef100_A0A173ZBF3/1-307,[subseq from] Multifunctional fusion protein,,,,,18.0,Bacteroidaceae TaxID=815,A0A173ZBF3_9BACE
17866,UniRef100_A0A3L7JC13/5-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Notoacmeibacter ruber TaxID=2670375,A0A3L7JC13_9RHIZ
17867,UniRef100_A0A1E3EM55/5-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Bradyrhizobium elkanii TaxID=29448,A0A1E3EM55_BRAEL
17868,UniRef100_R6JB06/1-307,[subseq from] Multifunctional fusion protein,,,,,2.0,Bacteroides TaxID=816,R6JB06_9BACE
